"Time","Sensor_No","Analog_Read","Voltage_mV","Temperature_degC"
"9.6.2023 1:43:40",2,213,639,13.9
"9.6.2023 1:43:40",3,212,636,13.6
"9.6.2023 1:43:40",4,216,648,14.8
"9.6.2023 1:43:50",1,208,624,12.4
"9.6.2023 1:43:50",2,213,639,13.9
"9.6.2023 1:43:50",3,214,642,14.2
"9.6.2023 1:43:50",4,215,645,14.5
"9.6.2023 1:43:59",1,209,627,12.7
"9.6.2023 1:43:59",2,214,642,14.2
"9.6.2023 1:43:59",3,213,639,13.9
"9.6.2023 1:43:59",4,215,645,14.5
"9.6.2023 1:44:8",1,208,624,12.4
"9.6.2023 1:44:8",2,214,642,14.2
"9.6.2023 1:44:8",3,213,639,13.9
"9.6.2023 1:44:8",4,215,645,14.5
"9.6.2023 1:44:18",1,209,627,12.7
"9.6.2023 1:44:18",2,213,639,13.9
"9.6.2023 1:44:18",3,213,639,13.9
"9.6.2023 1:44:18",4,215,645,14.5
"9.6.2023 1:44:27",1,207,621,12.1
"9.6.2023 1:44:27",2,214,642,14.2
"9.6.2023 1:44:27",3,212,636,13.6
"9.6.2023 1:44:27",4,215,645,14.5
"9.6.2023 1:44:37",1,207,621,12.1
"9.6.2023 1:44:37",2,213,639,13.9
"9.6.2023 1:44:37",3,212,636,13.6
"9.6.2023 1:44:37",4,214,642,14.2
"9.6.2023 1:44:46",1,209,627,12.7
"9.6.2023 1:44:46",2,213,639,13.9
"9.6.2023 1:44:46",3,213,639,13.9
"9.6.2023 1:44:46",4,215,645,14.5
"9.6.2023 1:44:55",1,211,633,13.3
"9.6.2023 1:44:55",2,214,642,14.2
"9.6.2023 1:44:55",3,212,636,13.6
"9.6.2023 1:44:55",4,216,648,14.8
"9.6.2023 1:45:5",1,209,627,12.7
"9.6.2023 1:45:5",2,214,642,14.2
"9.6.2023 1:45:5",3,209,627,12.7
"9.6.2023 1:45:5",4,214,642,14.2
"9.6.2023 1:45:14",1,209,627,12.7
"9.6.2023 1:45:14",2,213,639,13.9
"9.6.2023 1:45:14",3,212,636,13.6
"9.6.2023 1:45:14",4,214,642,14.2
"9.6.2023 1:45:24",1,209,627,12.7
"9.6.2023 1:45:24",2,213,639,13.9
"9.6.2023 1:45:24",3,212,636,13.6
"9.6.2023 1:45:24",4,215,645,14.5
"9.6.2023 1:45:33",1,209,627,12.7
"9.6.2023 1:45:33",2,213,639,13.9
"9.6.2023 1:45:33",3,212,636,13.6
"9.6.2023 1:45:33",4,215,645,14.5
"9.6.2023 1:45:43",1,210,630,13
"9.6.2023 1:45:43",2,214,642,14.2
"9.6.2023 1:45:43",3,212,636,13.6
"9.6.2023 1:45:43",4,214,642,14.2
"9.6.2023 1:45:52",1,208,624,12.4
"9.6.2023 1:45:52",2,213,639,13.9
"9.6.2023 1:45:52",3,212,636,13.6
"9.6.2023 1:45:52",4,214,642,14.2
"9.6.2023 1:46:1",1,209,627,12.7
"9.6.2023 1:46:1",2,213,639,13.9
"9.6.2023 1:46:1",3,212,636,13.6
"9.6.2023 1:46:1",4,217,651,15.1
"9.6.2023 1:46:11",1,208,624,12.4
"9.6.2023 1:46:11",2,212,636,13.6
"9.6.2023 1:46:11",3,214,642,14.2
"9.6.2023 1:46:11",4,215,645,14.5
"9.6.2023 1:46:20",1,209,627,12.7
"9.6.2023 1:46:20",2,214,642,14.2
"9.6.2023 1:46:20",3,212,636,13.6
"9.6.2023 1:46:20",4,215,645,14.5
"9.6.2023 1:46:30",1,208,624,12.4
"9.6.2023 1:46:30",2,213,639,13.9
"9.6.2023 1:46:30",3,211,633,13.3
"9.6.2023 1:46:30",4,214,642,14.2
"9.6.2023 1:46:39",1,208,624,12.4
"9.6.2023 1:46:39",2,212,636,13.6
"9.6.2023 1:46:39",3,212,636,13.6
"9.6.2023 1:46:39",4,217,651,15.1
"9.6.2023 1:46:48",1,209,627,12.7
"9.6.2023 1:46:48",2,213,639,13.9
"9.6.2023 1:46:48",3,212,636,13.6
"9.6.2023 1:46:48",4,215,645,14.5
"9.6.2023 1:46:58",1,208,624,12.4
"9.6.2023 1:46:58",2,214,642,14.2
"9.6.2023 1:46:58",3,212,636,13.6
"9.6.2023 1:46:58",4,213,639,13.9
"9.6.2023 1:47:7",1,208,624,12.4
"9.6.2023 1:47:7",2,213,639,13.9
"9.6.2023 1:47:7",3,212,636,13.6
"9.6.2023 1:47:7",4,214,642,14.2
"9.6.2023 1:47:17",1,207,621,12.1
"9.6.2023 1:47:17",2,213,639,13.9
"9.6.2023 1:47:17",3,212,636,13.6
"9.6.2023 1:47:17",4,214,642,14.2
"9.6.2023 1:47:26",1,208,624,12.4
"9.6.2023 1:47:26",2,213,639,13.9
"9.6.2023 1:47:26",3,212,636,13.6
"9.6.2023 1:47:26",4,215,645,14.5
"9.6.2023 1:47:36",1,209,627,12.7
"9.6.2023 1:47:36",2,214,642,14.2
"9.6.2023 1:47:36",3,212,636,13.6
"9.6.2023 1:47:36",4,214,642,14.2
"9.6.2023 1:47:45",1,209,627,12.7
"9.6.2023 1:47:45",2,214,642,14.2
"9.6.2023 1:47:45",3,213,639,13.9
"9.6.2023 1:47:45",4,214,642,14.2
"9.6.2023 1:47:54",1,208,624,12.4
"9.6.2023 1:47:54",2,213,639,13.9
"9.6.2023 1:47:54",3,212,636,13.6
"9.6.2023 1:47:54",4,215,645,14.5
"9.6.2023 1:48:4",1,209,627,12.7
"9.6.2023 1:48:4",2,215,645,14.5
"9.6.2023 1:48:4",3,212,636,13.6
"9.6.2023 1:48:4",4,214,642,14.2
"9.6.2023 1:48:13",1,209,627,12.7
"9.6.2023 1:48:13",2,212,636,13.6
"9.6.2023 1:48:13",3,212,636,13.6
"9.6.2023 1:48:13",4,213,639,13.9
"9.6.2023 1:48:23",1,208,624,12.4
"9.6.2023 1:48:23",2,213,639,13.9
"9.6.2023 1:48:23",3,211,633,13.3
"9.6.2023 1:48:23",4,215,645,14.5
"9.6.2023 1:48:32",1,210,630,13
"9.6.2023 1:48:32",2,214,642,14.2
"9.6.2023 1:48:32",3,211,633,13.3
"9.6.2023 1:48:32",4,214,642,14.2
"9.6.2023 1:48:41",1,209,627,12.7
"9.6.2023 1:48:41",2,213,639,13.9
"9.6.2023 1:48:41",3,212,636,13.6
"9.6.2023 1:48:41",4,214,642,14.2
"9.6.2023 1:48:51",1,208,624,12.4
"9.6.2023 1:48:51",2,214,642,14.2
"9.6.2023 1:48:51",3,213,639,13.9
"9.6.2023 1:48:51",4,215,645,14.5
"9.6.2023 1:49:0",1,209,627,12.7
"9.6.2023 1:49:0",2,212,636,13.6
"9.6.2023 1:49:0",3,211,633,13.3
"9.6.2023 1:49:0",4,214,642,14.2
"9.6.2023 1:49:10",1,207,621,12.1
"9.6.2023 1:49:10",2,213,639,13.9
"9.6.2023 1:49:10",3,212,636,13.6
"9.6.2023 1:49:10",4,216,648,14.8
"9.6.2023 1:49:19",1,207,621,12.1
"9.6.2023 1:49:19",2,213,639,13.9
"9.6.2023 1:49:19",3,212,636,13.6
"9.6.2023 1:49:19",4,213,639,13.9
"9.6.2023 1:49:29",1,208,624,12.4
"9.6.2023 1:49:29",2,214,642,14.2
"9.6.2023 1:49:29",3,211,633,13.3
"9.6.2023 1:49:29",4,215,645,14.5
"9.6.2023 1:49:38",1,212,636,13.6
"9.6.2023 1:49:38",2,214,642,14.2
"9.6.2023 1:49:38",3,212,636,13.6
"9.6.2023 1:49:38",4,213,639,13.9
"9.6.2023 1:49:47",1,210,630,13
"9.6.2023 1:49:47",2,214,642,14.2
"9.6.2023 1:49:47",3,212,636,13.6
"9.6.2023 1:49:47",4,214,642,14.2
"9.6.2023 1:49:57",1,209,627,12.7
"9.6.2023 1:49:57",2,213,639,13.9
"9.6.2023 1:49:57",3,212,636,13.6
"9.6.2023 1:49:57",4,215,645,14.5
"9.6.2023 1:50:6",1,208,624,12.4
"9.6.2023 1:50:6",2,212,636,13.6
"9.6.2023 1:50:6",3,212,636,13.6
"9.6.2023 1:50:6",4,213,639,13.9
"9.6.2023 1:50:16",1,209,627,12.7
"9.6.2023 1:50:16",2,213,639,13.9
"9.6.2023 1:50:16",3,212,636,13.6
"9.6.2023 1:50:16",4,215,645,14.5
"9.6.2023 1:50:25",1,209,627,12.7
"9.6.2023 1:50:25",2,213,639,13.9
"9.6.2023 1:50:25",3,211,633,13.3
"9.6.2023 1:50:25",4,215,645,14.5
"9.6.2023 1:50:34",1,208,624,12.4
"9.6.2023 1:50:34",2,212,636,13.6
"9.6.2023 1:50:34",3,212,636,13.6
"9.6.2023 1:50:34",4,214,642,14.2
"9.6.2023 1:50:44",1,209,627,12.7
"9.6.2023 1:50:44",2,213,639,13.9
"9.6.2023 1:50:44",3,212,636,13.6
"9.6.2023 1:50:44",4,213,639,13.9
"9.6.2023 1:50:53",1,208,624,12.4
"9.6.2023 1:50:53",2,212,636,13.6
"9.6.2023 1:50:53",3,212,636,13.6
"9.6.2023 1:50:53",4,214,642,14.2
"9.6.2023 1:51:3",1,208,624,12.4
"9.6.2023 1:51:3",2,213,639,13.9
"9.6.2023 1:51:3",3,212,636,13.6
"9.6.2023 1:51:3",4,213,639,13.9
"9.6.2023 1:51:12",1,208,624,12.4
"9.6.2023 1:51:12",2,213,639,13.9
"9.6.2023 1:51:12",3,212,636,13.6
"9.6.2023 1:51:12",4,213,639,13.9
"9.6.2023 1:51:22",1,209,627,12.7
"9.6.2023 1:51:22",2,213,639,13.9
"9.6.2023 1:51:22",3,211,633,13.3
"9.6.2023 1:51:22",4,214,642,14.2
"9.6.2023 1:51:31",1,210,630,13
"9.6.2023 1:51:31",2,214,642,14.2
"9.6.2023 1:51:31",3,212,636,13.6
"9.6.2023 1:51:31",4,214,642,14.2
"9.6.2023 1:51:40",1,208,624,12.4
"9.6.2023 1:51:40",2,212,636,13.6
"9.6.2023 1:51:40",3,213,639,13.9
"9.6.2023 1:51:40",4,214,642,14.2
"9.6.2023 1:51:50",1,208,624,12.4
"9.6.2023 1:51:50",2,210,630,13
"9.6.2023 1:51:50",3,212,636,13.6
"9.6.2023 1:51:50",4,214,642,14.2
"9.6.2023 1:51:59",1,208,624,12.4
"9.6.2023 1:51:59",2,213,639,13.9
"9.6.2023 1:51:59",3,211,633,13.3
"9.6.2023 1:51:59",4,213,639,13.9
"9.6.2023 1:52:9",1,208,624,12.4
"9.6.2023 1:52:9",2,213,639,13.9
"9.6.2023 1:52:9",3,212,636,13.6
"9.6.2023 1:52:9",4,214,642,14.2
"9.6.2023 1:52:18",1,209,627,12.7
"9.6.2023 1:52:18",2,212,636,13.6
"9.6.2023 1:52:18",3,212,636,13.6
"9.6.2023 1:52:18",4,213,639,13.9
"9.6.2023 1:52:27",1,209,627,12.7
"9.6.2023 1:52:27",2,213,639,13.9
"9.6.2023 1:52:27",3,212,636,13.6
"9.6.2023 1:52:27",4,213,639,13.9
"9.6.2023 1:52:37",1,208,624,12.4
"9.6.2023 1:52:37",2,213,639,13.9
"9.6.2023 1:52:37",3,211,633,13.3
"9.6.2023 1:52:37",4,213,639,13.9
"9.6.2023 1:52:46",1,208,624,12.4
"9.6.2023 1:52:46",2,213,639,13.9
"9.6.2023 1:52:46",3,213,639,13.9
"9.6.2023 1:52:46",4,214,642,14.2
"9.6.2023 1:52:56",1,208,624,12.4
"9.6.2023 1:52:56",2,213,639,13.9
"9.6.2023 1:52:56",3,212,636,13.6
"9.6.2023 1:52:56",4,214,642,14.2
"9.6.2023 1:53:5",1,208,624,12.4
"9.6.2023 1:53:5",2,212,636,13.6
"9.6.2023 1:53:5",3,212,636,13.6
"9.6.2023 1:53:5",4,214,642,14.2
"9.6.2023 1:53:14",1,208,624,12.4
"9.6.2023 1:53:14",2,213,639,13.9
"9.6.2023 1:53:14",3,212,636,13.6
"9.6.2023 1:53:14",4,213,639,13.9
"9.6.2023 1:53:24",1,208,624,12.4
"9.6.2023 1:53:24",2,212,636,13.6
"9.6.2023 1:53:24",3,213,639,13.9
"9.6.2023 1:53:24",4,214,642,14.2
"9.6.2023 1:53:33",1,208,624,12.4
"9.6.2023 1:53:33",2,211,633,13.3
"9.6.2023 1:53:33",3,212,636,13.6
"9.6.2023 1:53:33",4,213,639,13.9
"9.6.2023 1:53:43",1,208,624,12.4
"9.6.2023 1:53:43",2,213,639,13.9
"9.6.2023 1:53:43",3,212,636,13.6
"9.6.2023 1:53:43",4,214,642,14.2
"9.6.2023 1:53:52",1,207,621,12.1
"9.6.2023 1:53:52",2,212,636,13.6
"9.6.2023 1:53:52",3,212,636,13.6
"9.6.2023 1:53:52",4,213,639,13.9
"9.6.2023 1:54:2",1,209,627,12.7
"9.6.2023 1:54:2",2,213,639,13.9
"9.6.2023 1:54:2",3,211,633,13.3
"9.6.2023 1:54:2",4,212,636,13.6
"9.6.2023 1:54:11",1,208,624,12.4
"9.6.2023 1:54:11",2,213,639,13.9
"9.6.2023 1:54:11",3,212,636,13.6
"9.6.2023 1:54:11",4,213,639,13.9
"9.6.2023 1:54:20",1,209,627,12.7
"9.6.2023 1:54:20",2,214,642,14.2
"9.6.2023 1:54:20",3,212,636,13.6
"9.6.2023 1:54:20",4,213,639,13.9
"9.6.2023 1:54:30",1,208,624,12.4
"9.6.2023 1:54:30",2,213,639,13.9
"9.6.2023 1:54:30",3,212,636,13.6
"9.6.2023 1:54:30",4,214,642,14.2
"9.6.2023 1:54:39",1,208,624,12.4
"9.6.2023 1:54:39",2,213,639,13.9
"9.6.2023 1:54:39",3,211,633,13.3
"9.6.2023 1:54:39",4,214,642,14.2
"9.6.2023 1:54:49",1,209,627,12.7
"9.6.2023 1:54:49",2,212,636,13.6
"9.6.2023 1:54:49",3,211,633,13.3
"9.6.2023 1:54:49",4,213,639,13.9
"9.6.2023 1:54:58",1,208,624,12.4
"9.6.2023 1:54:58",2,212,636,13.6
"9.6.2023 1:54:58",3,212,636,13.6
"9.6.2023 1:54:58",4,213,639,13.9
"9.6.2023 1:55:7",1,208,624,12.4
"9.6.2023 1:55:7",2,212,636,13.6
"9.6.2023 1:55:7",3,211,633,13.3
"9.6.2023 1:55:7",4,213,639,13.9
"9.6.2023 1:55:17",1,208,624,12.4
"9.6.2023 1:55:17",2,212,636,13.6
"9.6.2023 1:55:17",3,211,633,13.3
"9.6.2023 1:55:17",4,213,639,13.9
"9.6.2023 1:55:26",1,208,624,12.4
"9.6.2023 1:55:26",2,212,636,13.6
"9.6.2023 1:55:26",3,211,633,13.3
"9.6.2023 1:55:26",4,214,642,14.2
"9.6.2023 1:55:36",1,208,624,12.4
"9.6.2023 1:55:36",2,213,639,13.9
"9.6.2023 1:55:36",3,211,633,13.3
"9.6.2023 1:55:36",4,213,639,13.9
"9.6.2023 1:55:45",1,208,624,12.4
"9.6.2023 1:55:45",2,212,636,13.6
"9.6.2023 1:55:45",3,212,636,13.6
"9.6.2023 1:55:45",4,213,639,13.9
"9.6.2023 1:55:54",1,209,627,12.7
"9.6.2023 1:55:54",2,211,633,13.3
"9.6.2023 1:55:54",3,211,633,13.3
"9.6.2023 1:55:54",4,212,636,13.6
"9.6.2023 1:56:4",1,207,621,12.1
"9.6.2023 1:56:4",2,212,636,13.6
"9.6.2023 1:56:4",3,211,633,13.3
"9.6.2023 1:56:4",4,212,636,13.6
"9.6.2023 1:56:13",1,207,621,12.1
"9.6.2023 1:56:13",2,212,636,13.6
"9.6.2023 1:56:13",3,211,633,13.3
"9.6.2023 1:56:13",4,213,639,13.9
"9.6.2023 1:56:23",1,207,621,12.1
"9.6.2023 1:56:23",2,212,636,13.6
"9.6.2023 1:56:23",3,211,633,13.3
"9.6.2023 1:56:23",4,213,639,13.9
"9.6.2023 1:56:32",1,208,624,12.4
"9.6.2023 1:56:32",2,213,639,13.9
"9.6.2023 1:56:32",3,211,633,13.3
"9.6.2023 1:56:32",4,214,642,14.2
"9.6.2023 1:56:41",1,208,624,12.4
"9.6.2023 1:56:41",2,213,639,13.9
"9.6.2023 1:56:41",3,211,633,13.3
"9.6.2023 1:56:41",4,212,636,13.6
"9.6.2023 1:56:51",1,207,621,12.1
"9.6.2023 1:56:51",2,213,639,13.9
"9.6.2023 1:56:51",3,212,636,13.6
"9.6.2023 1:56:51",4,213,639,13.9
"9.6.2023 1:57:0",1,209,627,12.7
"9.6.2023 1:57:0",2,212,636,13.6
"9.6.2023 1:57:0",3,211,633,13.3
"9.6.2023 1:57:0",4,211,633,13.3
"9.6.2023 1:57:10",1,209,627,12.7
"9.6.2023 1:57:10",2,212,636,13.6
"9.6.2023 1:57:10",3,211,633,13.3
"9.6.2023 1:57:10",4,213,639,13.9
"9.6.2023 1:57:19",1,208,624,12.4
"9.6.2023 1:57:19",2,212,636,13.6
"9.6.2023 1:57:19",3,211,633,13.3
"9.6.2023 1:57:19",4,213,639,13.9
"9.6.2023 1:57:28",1,207,621,12.1
"9.6.2023 1:57:28",2,211,633,13.3
"9.6.2023 1:57:28",3,211,633,13.3
"9.6.2023 1:57:28",4,213,639,13.9
"9.6.2023 1:57:38",1,207,621,12.1
"9.6.2023 1:57:38",2,211,633,13.3
"9.6.2023 1:57:38",3,212,636,13.6
"9.6.2023 1:57:38",4,212,636,13.6
"9.6.2023 1:57:47",1,207,621,12.1
"9.6.2023 1:57:47",2,212,636,13.6
"9.6.2023 1:57:47",3,210,630,13
"9.6.2023 1:57:47",4,211,633,13.3
"9.6.2023 1:57:57",1,208,624,12.4
"9.6.2023 1:57:57",2,212,636,13.6
"9.6.2023 1:57:57",3,209,627,12.7
"9.6.2023 1:57:57",4,213,639,13.9
"9.6.2023 1:58:6",1,207,621,12.1
"9.6.2023 1:58:6",2,213,639,13.9
"9.6.2023 1:58:6",3,212,636,13.6
"9.6.2023 1:58:6",4,213,639,13.9
"9.6.2023 1:58:15",1,207,621,12.1
"9.6.2023 1:58:15",2,212,636,13.6
"9.6.2023 1:58:15",3,212,636,13.6
"9.6.2023 1:58:15",4,212,636,13.6
"9.6.2023 1:58:25",1,209,627,12.7
"9.6.2023 1:58:25",2,211,633,13.3
"9.6.2023 1:58:25",3,212,636,13.6
"9.6.2023 1:58:25",4,213,639,13.9
"9.6.2023 1:58:34",1,208,624,12.4
"9.6.2023 1:58:34",2,211,633,13.3
"9.6.2023 1:58:34",3,210,630,13
"9.6.2023 1:58:34",4,213,639,13.9
"9.6.2023 1:58:43",1,208,624,12.4
"9.6.2023 1:58:43",2,212,636,13.6
"9.6.2023 1:58:43",3,210,630,13
"9.6.2023 1:58:43",4,213,639,13.9
"9.6.2023 1:58:53",1,208,624,12.4
"9.6.2023 1:58:53",2,212,636,13.6
"9.6.2023 1:58:53",3,212,636,13.6
"9.6.2023 1:58:53",4,212,636,13.6
"9.6.2023 1:59:2",1,209,627,12.7
"9.6.2023 1:59:2",2,211,633,13.3
"9.6.2023 1:59:2",3,211,633,13.3
"9.6.2023 1:59:2",4,213,639,13.9
"9.6.2023 1:59:12",1,208,624,12.4
"9.6.2023 1:59:12",2,212,636,13.6
"9.6.2023 1:59:12",3,211,633,13.3
"9.6.2023 1:59:12",4,213,639,13.9
"9.6.2023 1:59:21",1,208,624,12.4
"9.6.2023 1:59:21",2,212,636,13.6
"9.6.2023 1:59:21",3,210,630,13
"9.6.2023 1:59:21",4,213,639,13.9
"9.6.2023 1:59:31",1,208,624,12.4
"9.6.2023 1:59:31",2,213,639,13.9
"9.6.2023 1:59:31",3,212,636,13.6
"9.6.2023 1:59:31",4,213,639,13.9
"9.6.2023 1:59:41",1,208,624,12.4
"9.6.2023 1:59:41",2,213,639,13.9
"9.6.2023 1:59:41",3,211,633,13.3
"9.6.2023 1:59:41",4,213,639,13.9
"9.6.2023 1:59:51",1,208,624,12.4
"9.6.2023 1:59:51",2,213,639,13.9
"9.6.2023 1:59:51",3,211,633,13.3
"9.6.2023 1:59:51",4,213,639,13.9
"9.6.2023 2:0:0",1,208,624,12.4
"9.6.2023 2:0:0",2,213,639,13.9
"9.6.2023 2:0:0",3,211,633,13.3
"9.6.2023 2:0:0",4,209,627,12.7
"9.6.2023 2:0:10",1,207,621,12.1
"9.6.2023 2:0:10",2,211,633,13.3
"9.6.2023 2:0:10",3,211,633,13.3
"9.6.2023 2:0:10",4,212,636,13.6
"9.6.2023 2:0:20",1,208,624,12.4
"9.6.2023 2:0:20",2,212,636,13.6
"9.6.2023 2:0:20",3,212,636,13.6
"9.6.2023 2:0:20",4,213,639,13.9
"9.6.2023 2:0:29",1,207,621,12.1
"9.6.2023 2:0:29",2,212,636,13.6
"9.6.2023 2:0:29",3,213,639,13.9
"9.6.2023 2:0:29",4,212,636,13.6
"9.6.2023 2:0:39",1,208,624,12.4
"9.6.2023 2:0:39",2,214,642,14.2
"9.6.2023 2:0:39",3,211,633,13.3
"9.6.2023 2:0:39",4,212,636,13.6
"9.6.2023 2:0:49",1,208,624,12.4
"9.6.2023 2:0:49",2,212,636,13.6
"9.6.2023 2:0:49",3,211,633,13.3
"9.6.2023 2:0:49",4,213,639,13.9
"9.6.2023 2:0:58",1,208,624,12.4
"9.6.2023 2:0:58",2,213,639,13.9
"9.6.2023 2:0:58",3,211,633,13.3
"9.6.2023 2:0:58",4,213,639,13.9
"9.6.2023 2:1:8",1,208,624,12.4
"9.6.2023 2:1:8",2,211,633,13.3
"9.6.2023 2:1:8",3,211,633,13.3
"9.6.2023 2:1:8",4,213,639,13.9
"9.6.2023 2:1:18",1,208,624,12.4
"9.6.2023 2:1:18",2,211,633,13.3
"9.6.2023 2:1:18",3,210,630,13
"9.6.2023 2:1:18",4,212,636,13.6
"9.6.2023 2:1:28",1,208,624,12.4
"9.6.2023 2:1:28",2,212,636,13.6
"9.6.2023 2:1:28",3,212,636,13.6
"9.6.2023 2:1:28",4,214,642,14.2
"9.6.2023 2:1:37",1,208,624,12.4
"9.6.2023 2:1:37",2,212,636,13.6
"9.6.2023 2:1:37",3,213,639,13.9
"9.6.2023 2:1:37",4,213,639,13.9
"9.6.2023 2:1:46",1,208,624,12.4
"9.6.2023 2:1:46",2,210,630,13
"9.6.2023 2:1:46",3,212,636,13.6
"9.6.2023 2:1:46",4,212,636,13.6
"9.6.2023 2:1:56",1,208,624,12.4
"9.6.2023 2:1:56",2,212,636,13.6
"9.6.2023 2:1:56",3,210,630,13
"9.6.2023 2:1:56",4,212,636,13.6
"9.6.2023 2:2:5",1,208,624,12.4
"9.6.2023 2:2:5",2,213,639,13.9
"9.6.2023 2:2:5",3,210,630,13
"9.6.2023 2:2:5",4,212,636,13.6
"9.6.2023 2:2:14",1,209,627,12.7
"9.6.2023 2:2:14",2,211,633,13.3
"9.6.2023 2:2:14",3,211,633,13.3
"9.6.2023 2:2:14",4,213,639,13.9
"9.6.2023 2:2:24",1,209,627,12.7
"9.6.2023 2:2:24",2,212,636,13.6
"9.6.2023 2:2:24",3,211,633,13.3
"9.6.2023 2:2:24",4,212,636,13.6
"9.6.2023 2:2:33",1,208,624,12.4
"9.6.2023 2:2:33",2,210,630,13
"9.6.2023 2:2:33",3,210,630,13
"9.6.2023 2:2:33",4,212,636,13.6
"9.6.2023 2:2:43",1,208,624,12.4
"9.6.2023 2:2:43",2,212,636,13.6
"9.6.2023 2:2:43",3,211,633,13.3
"9.6.2023 2:2:43",4,212,636,13.6
"9.6.2023 2:2:52",1,207,621,12.1
"9.6.2023 2:2:52",2,212,636,13.6
"9.6.2023 2:2:52",3,211,633,13.3
"9.6.2023 2:2:52",4,213,639,13.9
"9.6.2023 2:3:1",1,208,624,12.4
"9.6.2023 2:3:1",2,212,636,13.6
"9.6.2023 2:3:1",3,210,630,13
"9.6.2023 2:3:1",4,213,639,13.9
"9.6.2023 2:3:11",1,208,624,12.4
"9.6.2023 2:3:11",2,211,633,13.3
"9.6.2023 2:3:11",3,210,630,13
"9.6.2023 2:3:11",4,212,636,13.6
"9.6.2023 2:3:20",1,207,621,12.1
"9.6.2023 2:3:20",2,212,636,13.6
"9.6.2023 2:3:20",3,208,624,12.4
"9.6.2023 2:3:20",4,213,639,13.9
"9.6.2023 2:3:29",1,210,630,13
"9.6.2023 2:3:29",2,211,633,13.3
"9.6.2023 2:3:29",3,211,633,13.3
"9.6.2023 2:3:29",4,211,633,13.3
"9.6.2023 2:3:39",1,207,621,12.1
"9.6.2023 2:3:39",2,211,633,13.3
"9.6.2023 2:3:39",3,212,636,13.6
"9.6.2023 2:3:39",4,211,633,13.3
"9.6.2023 2:3:48",1,207,621,12.1
"9.6.2023 2:3:48",2,212,636,13.6
"9.6.2023 2:3:48",3,210,630,13
"9.6.2023 2:3:48",4,212,636,13.6
"9.6.2023 2:3:58",1,208,624,12.4
"9.6.2023 2:3:58",2,209,627,12.7
"9.6.2023 2:3:58",3,209,627,12.7
"9.6.2023 2:3:58",4,212,636,13.6
"9.6.2023 2:4:7",1,210,630,13
"9.6.2023 2:4:7",2,211,633,13.3
"9.6.2023 2:4:7",3,211,633,13.3
"9.6.2023 2:4:7",4,213,639,13.9
"9.6.2023 2:4:16",1,208,624,12.4
"9.6.2023 2:4:16",2,211,633,13.3
"9.6.2023 2:4:16",3,211,633,13.3
"9.6.2023 2:4:16",4,212,636,13.6
"9.6.2023 2:4:26",1,207,621,12.1
"9.6.2023 2:4:26",2,212,636,13.6
"9.6.2023 2:4:26",3,211,633,13.3
"9.6.2023 2:4:26",4,212,636,13.6
"9.6.2023 2:4:35",1,208,624,12.4
"9.6.2023 2:4:35",2,211,633,13.3
"9.6.2023 2:4:35",3,211,633,13.3
"9.6.2023 2:4:35",4,212,636,13.6
"9.6.2023 2:4:44",1,208,624,12.4
"9.6.2023 2:4:44",2,212,636,13.6
"9.6.2023 2:4:44",3,212,636,13.6
"9.6.2023 2:4:44",4,210,630,13
"9.6.2023 2:4:54",1,207,621,12.1
"9.6.2023 2:4:54",2,212,636,13.6
"9.6.2023 2:4:54",3,211,633,13.3
"9.6.2023 2:4:54",4,212,636,13.6
"9.6.2023 2:5:3",1,208,624,12.4
"9.6.2023 2:5:3",2,211,633,13.3
"9.6.2023 2:5:3",3,212,636,13.6
"9.6.2023 2:5:3",4,212,636,13.6
"9.6.2023 2:5:13",1,208,624,12.4
"9.6.2023 2:5:13",2,210,630,13
"9.6.2023 2:5:13",3,210,630,13
"9.6.2023 2:5:13",4,211,633,13.3
"9.6.2023 2:5:22",1,207,621,12.1
"9.6.2023 2:5:22",2,212,636,13.6
"9.6.2023 2:5:22",3,211,633,13.3
"9.6.2023 2:5:22",4,212,636,13.6
"9.6.2023 2:5:31",1,207,621,12.1
"9.6.2023 2:5:31",2,211,633,13.3
"9.6.2023 2:5:31",3,211,633,13.3
"9.6.2023 2:5:31",4,211,633,13.3
"9.6.2023 2:5:41",1,207,621,12.1
"9.6.2023 2:5:41",2,211,633,13.3
"9.6.2023 2:5:41",3,211,633,13.3
"9.6.2023 2:5:41",4,212,636,13.6
"9.6.2023 2:5:50",1,208,624,12.4
"9.6.2023 2:5:50",2,211,633,13.3
"9.6.2023 2:5:50",3,211,633,13.3
"9.6.2023 2:5:50",4,211,633,13.3
"9.6.2023 2:6:0",1,208,624,12.4
"9.6.2023 2:6:0",2,212,636,13.6
"9.6.2023 2:6:0",3,212,636,13.6
"9.6.2023 2:6:0",4,212,636,13.6
"9.6.2023 2:6:9",1,207,621,12.1
"9.6.2023 2:6:9",2,213,639,13.9
"9.6.2023 2:6:9",3,211,633,13.3
"9.6.2023 2:6:9",4,212,636,13.6
"9.6.2023 2:6:19",1,208,624,12.4
"9.6.2023 2:6:19",2,212,636,13.6
"9.6.2023 2:6:19",3,210,630,13
"9.6.2023 2:6:19",4,212,636,13.6
"9.6.2023 2:6:28",1,208,624,12.4
"9.6.2023 2:6:28",2,211,633,13.3
"9.6.2023 2:6:28",3,210,630,13
"9.6.2023 2:6:28",4,212,636,13.6
